underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2016-06-01,VIX,2016-06-08,13.500,C,1.2500,1.2500,1.2500,1.2500,1,1395,1.0500,1471,1.3000,14.5750,14.5750,0,1.1000,0,1.3500,14.6500,14.6500,1.2500,84,
^VIX,2016-06-01,VIX,2016-06-08,13.500,P,0.0000,0.0000,0.0000,0.0000,0,4167,0.0500,4282,0.2000,14.5750,14.5750,0,0.0000,0,0.2000,14.6500,14.6500,0.0000,22,
^VIX,2016-06-01,VIX,2016-06-08,14.000,C,1.3000,1.5000,0.9500,0.9500,175,219,0.8000,3010,0.9500,14.5750,14.5750,0,0.9000,0,0.9500,14.6500,14.6500,1.0320,1136,
^VIX,2016-06-01,VIX,2016-06-08,14.000,P,0.1000,0.2500,0.1000,0.2500,623,2845,0.2000,1,0.3500,14.5750,14.5750,0,0.2500,0,0.3000,14.6500,14.6500,0.2455,7302,
^VIX,2016-06-01,VIX,2016-06-08,14.500,C,1.0000,1.1000,0.6500,0.6500,55,265,0.5500,4233,0.7000,14.5750,14.5750,0,0.5500,0,0.7500,14.6500,14.6500,0.7764,303,
^VIX,2016-06-01,VIX,2016-06-08,14.500,P,0.3000,0.5500,0.3000,0.5500,67,1939,0.4500,1893,0.6500,14.5750,14.5750,0,0.4000,0,0.6000,14.6500,14.6500,0.4485,152,
^VIX,2016-06-01,VIX,2016-06-08,15.000,C,0.9000,0.9500,0.5000,0.5000,82,3698,0.3500,221,0.5000,14.5750,14.5750,0,0.3500,0,0.5500,14.6500,14.6500,0.6689,1208,
^VIX,2016-06-01,VIX,2016-06-08,15.000,P,0.5500,0.9000,0.5200,0.7500,99,5013,0.7500,246,0.9500,14.5750,14.5750,0,0.7000,0,0.9500,14.6500,14.6500,0.6159,8396,
^VIX,2016-06-01,VIX,2016-06-08,16.000,C,0.5000,0.5000,0.2500,0.2500,5127,1,0.2000,6074,0.3000,14.5750,14.5750,0,0.2000,0,0.2500,14.6500,14.6500,0.2509,6782,
^VIX,2016-06-01,VIX,2016-06-08,16.000,P,1.4000,1.6000,1.4000,1.4000,2515,480,1.5500,1325,1.8000,14.5750,14.5750,0,1.5000,0,1.7500,14.6500,14.6500,1.5976,5988,
^VIX,2016-06-01,VIX,2016-06-08,17.000,C,0.2500,0.2500,0.1800,0.1800,109,6292,0.0500,7008,0.2000,14.5750,14.5750,0,0.0500,0,0.2000,14.6500,14.6500,0.2087,1195,
^VIX,2016-06-01,VIX,2016-06-08,17.000,P,0.0000,0.0000,0.0000,0.0000,0,2869,2.4000,1173,2.7500,14.5750,14.5750,0,2.3500,0,2.6500,14.6500,14.6500,0.0000,238,
^VIX,2016-06-01,VIX,2016-06-08,18.000,C,0.1500,0.1500,0.1500,0.1500,5,299,0.0500,8270,0.1500,14.5750,14.5750,0,0.0500,0,0.1500,14.6500,14.6500,0.1500,1156,
^VIX,2016-06-01,VIX,2016-06-08,18.000,P,3.0000,3.0000,3.0000,3.0000,3,4720,3.3000,556,3.7000,14.5750,14.5750,0,3.3000,0,3.6000,14.6500,14.6500,3.0000,604,
^VIX,2016-06-01,VIX,2016-06-08,19.000,C,0.1500,0.1500,0.0500,0.0500,211,0,0.0000,6285,0.1000,14.5750,14.5750,0,0.0500,0,0.1000,14.6500,14.6500,0.0974,836,
^VIX,2016-06-01,VIX,2016-06-08,19.000,P,0.0000,0.0000,0.0000,0.0000,0,4161,4.3000,1349,4.7000,14.5750,14.5750,0,4.2000,0,4.6000,14.6500,14.6500,0.0000,5,
^VIX,2016-06-01,VIX,2016-06-08,20.000,C,0.1000,0.1000,0.0500,0.0500,445,0,0.0000,272,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0511,842,
^VIX,2016-06-01,VIX,2016-06-08,20.000,P,0.0000,0.0000,0.0000,0.0000,0,2375,5.3000,5397,5.8000,14.5750,14.5750,0,5.2000,0,5.6000,14.6500,14.6500,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,21.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,351,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,605,
^VIX,2016-06-01,VIX,2016-06-08,21.000,P,0.0000,0.0000,0.0000,0.0000,0,1631,6.3000,5418,6.8000,14.5750,14.5750,0,6.2000,0,6.6000,14.6500,14.6500,0.0000,251,
^VIX,2016-06-01,VIX,2016-06-08,22.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3055,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,242,
^VIX,2016-06-01,VIX,2016-06-08,22.000,P,0.0000,0.0000,0.0000,0.0000,0,1058,7.3000,5538,7.8000,14.5750,14.5750,0,7.2000,0,7.6000,14.6500,14.6500,0.0000,200,
^VIX,2016-06-01,VIX,2016-06-08,23.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5610,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,2980,
^VIX,2016-06-01,VIX,2016-06-08,23.000,P,0.0000,0.0000,0.0000,0.0000,0,5700,8.2000,2363,8.7000,14.5750,14.5750,0,8.2000,0,8.6000,14.6500,14.6500,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,24.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5369,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,8436,
^VIX,2016-06-01,VIX,2016-06-08,24.000,P,0.0000,0.0000,0.0000,0.0000,0,5790,9.2000,2903,9.7000,14.5750,14.5750,0,9.2000,0,9.6000,14.6500,14.6500,0.0000,200,
^VIX,2016-06-01,VIX,2016-06-08,25.000,C,0.0300,0.0300,0.0300,0.0300,1,0,0.0000,5594,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0300,851,
^VIX,2016-06-01,VIX,2016-06-08,25.000,P,0.0000,0.0000,0.0000,0.0000,0,5342,10.2000,3245,10.7000,14.5750,14.5750,0,10.2000,0,10.6000,14.6500,14.6500,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,26.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5672,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,750,
^VIX,2016-06-01,VIX,2016-06-08,26.000,P,0.0000,0.0000,0.0000,0.0000,0,4392,11.2000,2907,11.7000,14.5750,14.5750,0,11.2000,0,11.6000,14.6500,14.6500,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,27.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5779,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,3005,
^VIX,2016-06-01,VIX,2016-06-08,27.000,P,0.0000,0.0000,0.0000,0.0000,0,4212,12.2000,3112,12.7000,14.5750,14.5750,0,12.1000,0,12.6000,14.6500,14.6500,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,28.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5779,0.0500,14.5750,14.5750,0,0.0000,0,0.0500,14.6500,14.6500,0.0000,250,
^VIX,2016-06-01,VIX,2016-06-08,28.000,P,0.0000,0.0000,0.0000,0.0000,0,4152,13.2000,3208,13.7000,14.5750,14.5750,0,13.1000,0,13.6000,14.6500,14.6500,0.0000,0,
