UnderlyingSymbol,UnderlyingPrice,Flags,OptionSymbol,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
A,40.55,*,A180119C00040000,call,01/19/2018,01/05/2016,40,0,6.3,7.7,0,0,0,0.2946,0.2638,0.3255,0.5959,0.0227,-0.0044,0.2243,A180119C00040000
A,40.55,*,A180119P00040000,put,01/19/2018,01/05/2016,40,0,5.5,6.3,0,0,0,0.2707,0.2529,0.2884,-0.4096,0.0248,-0.0041,0.2251,A180119P00040000
A,40.55,*,A180119C00042500,call,01/19/2018,01/05/2016,42.5,4.24,5.15,6.55,0,10,10,0.2886,0.2583,0.3189,0.5367,0.0238,-0.0045,0.23,A180119C00042500
A,40.55,*,A180119P00042500,put,01/19/2018,01/05/2016,42.5,0,6.7,7.65,0,0,0,0.2615,0.241,0.2821,-0.4757,0.0263,-0.0041,0.2306,A180119P00042500
A,40.55,*,A180119C00045000,call,01/19/2018,01/05/2016,45,5,4.15,5.5,0,1,1,0.2823,0.2533,0.3113,0.4774,0.0244,-0.0044,0.2306,A180119C00045000
A,40.55,*,A180119P00045000,put,01/19/2018,01/05/2016,45,0,8.1,9.15,0,0,0,0.2537,0.2309,0.2766,-0.5423,0.027,-0.0039,0.2297,A180119P00045000
A,40.55,*,A180119C00047500,call,01/19/2018,01/05/2016,47.5,0,3.3,4.6,0,0,0,0.2762,0.2475,0.305,0.4192,0.0244,-0.0042,0.2263,A180119C00047500
A,40.55,*,A180119P00047500,put,01/19/2018,01/05/2016,47.5,0,9.7,10.75,0,0,0,0.2461,0.2225,0.2698,-0.6081,0.027,-0.0037,0.2225,A180119P00047500
A,40.55,*,A180119C00050000,call,01/19/2018,01/05/2016,50,0,2.6,3.85,0,0,0,0.2718,0.2431,0.3006,0.3648,0.0239,-0.004,0.2176,A180119C00050000
A,40.55,*,A180119P00050000,put,01/19/2018,01/05/2016,50,0,11.4,12.55,0,0,0,0.2389,0.2114,0.2665,-0.6712,0.0261,-0.0034,0.2094,A180119P00050000
A,40.55,*,A180119C00055000,call,01/19/2018,01/05/2016,55,1.91,1.66,2.62,1,0,1,0.2662,0.241,0.2914,0.2704,0.0215,-0.0034,0.1916,A180119C00055000
A,40.55,*,A180119P00055000,put,01/19/2018,01/05/2016,55,0,15.35,16.6,0,0,0,0.231,0.1946,0.2673,-0.7761,0.0224,-0.0027,0.1732,A180119P00055000
