underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
VXX,28.95,W,VXX161202C00020000,,call,12/02/2016,12/01/2016,20,7.96,8.75,8.95,0,1,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00020500,,call,12/02/2016,12/01/2016,20.5,0,8.25,8.45,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00021000,,call,12/02/2016,12/01/2016,21,0,7.75,7.95,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00021500,,call,12/02/2016,12/01/2016,21.5,6.7,7.25,7.45,1,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00022000,,call,12/02/2016,12/01/2016,22,7.2,6.75,6.95,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00022500,,call,12/02/2016,12/01/2016,22.5,0,6.25,6.45,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00023000,,call,12/02/2016,12/01/2016,23,6.2,5.75,5.95,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00023500,,call,12/02/2016,12/01/2016,23.5,9.35,5.25,5.45,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00024000,,call,12/02/2016,12/01/2016,24,5.2,4.75,4.95,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00024500,,call,12/02/2016,12/01/2016,24.5,4.73,4.25,4.45,2,2,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00025000,,call,12/02/2016,12/01/2016,25,4.24,3.8,3.95,39,29,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00025500,,call,12/02/2016,12/01/2016,25.5,3.05,3.3,3.45,78,186,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00026000,,call,12/02/2016,12/01/2016,26,2.91,2.8,2.94,328,590,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00026500,,call,12/02/2016,12/01/2016,26.5,2.49,2.29,2.44,102,907,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00027000,,call,12/02/2016,12/01/2016,27,2,1.81,1.88,3585,3054,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00027500,,call,12/02/2016,12/01/2016,27.5,1.55,1.33,1.38,2107,2638,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00028000,,call,12/02/2016,12/01/2016,28,1.01,0.91,0.94,7268,13635,0.01,0,0,0,0,
VXX,28.95,W,VXX161202C00028500,,call,12/02/2016,12/01/2016,28.5,0.65,0.59,0.61,4206,9298,0.5657,0.7073,40.2199,-14.7917,0.5194,
VXX,28.95,W,VXX161202C00029000,,call,12/02/2016,12/01/2016,29,0.42,0.38,0.39,5824,4612,0.687,0.488,38.4164,-20.8275,0.6025,
VXX,28.95,W,VXX161202C00029500,,call,12/02/2016,12/01/2016,29.5,0.31,0.24,0.25,6561,1728,0.7813,0.3296,30.6661,-21.4953,0.5469,
VXX,28.95,W,VXX161202C00030000,,call,12/02/2016,12/01/2016,30,0.17,0.16,0.17,6526,10027,0.8804,0.226,22.6001,-20.1174,0.4542,
VXX,28.95,W,VXX161202C00030500,,call,12/02/2016,12/01/2016,30.5,0.11,0.11,0.12,15364,3606,0.9747,0.1587,16.4351,-17.9277,0.3657,
VXX,28.95,W,VXX161202C00031000,,call,12/02/2016,12/01/2016,31,0.1,0.08,0.09,1179,4452,1.0731,0.1163,12.0701,-15.959,0.2957,
VXX,28.95,W,VXX161202C00031500,,call,12/02/2016,12/01/2016,31.5,0.07,0.07,0.08,2435,2610,1.2093,0.0958,9.307,-15.6269,0.2569,
VXX,28.95,W,VXX161202C00032000,,call,12/02/2016,12/01/2016,32,0.08,0.04,0.06,1020,5015,1.2817,0.0716,7.0559,-13.3099,0.2064,
VXX,28.95,W,VXX161202C00032500,,call,12/02/2016,12/01/2016,32.5,0.06,0.04,0.05,1195,2497,1.3763,0.0577,5.5559,-12.0843,0.1746,
VXX,28.95,W,VXX161202C00033000,,call,12/02/2016,12/01/2016,33,0.03,0.02,0.03,1443,1394,1.3763,0.037,3.887,-8.4544,0.1221,
VXX,28.95,W,VXX161202C00033500,,call,12/02/2016,12/01/2016,33.5,0.05,0.02,0.04,144,1064,1.5839,0.0423,3.7683,-10.8538,0.1362,
VXX,28.95,W,VXX161202C00034000,,call,12/02/2016,12/01/2016,34,0.05,0.02,0.04,1284,1964,1.712,0.0396,3.3074,-11.1304,0.1293,
VXX,28.95,W,VXX161202C00034500,,call,12/02/2016,12/01/2016,34.5,0.03,0.02,0.03,75,533,1.7487,0.0303,2.5979,-9.1209,0.1037,
VXX,28.95,W,VXX161202C00035000,,call,12/02/2016,12/01/2016,35,0.03,0.02,0.03,242,1943,1.8646,0.0286,2.3226,-9.2717,0.0989,
VXX,28.95,W,VXX161202C00035500,,call,12/02/2016,12/01/2016,35.5,0.03,0.01,0.03,84,2629,1.9775,0.0271,2.0951,-9.4072,0.0946,
VXX,28.95,W,VXX161202C00036000,,call,12/02/2016,12/01/2016,36,0.02,0.01,0.02,257,4302,1.9653,0.0191,1.5652,-6.9414,0.0702,
VXX,28.95,W,VXX161202C00036500,,call,12/02/2016,12/01/2016,36.5,0.02,0.02,0.03,590,1318,2.1973,0.0248,1.7483,-9.6911,0.0877,
VXX,28.95,W,VXX161202C00037000,,call,12/02/2016,12/01/2016,37,0.02,0.02,0.03,156,1567,2.3041,0.0238,1.6133,-9.8334,0.0849,
VXX,28.95,W,VXX161202C00037500,,call,12/02/2016,12/01/2016,37.5,0.02,0,0.02,109,736,2.2705,0.0168,1.2175,-7.206,0.0631,
VXX,28.95,W,VXX161202C00038000,,call,12/02/2016,12/01/2016,38,0.01,0,0.02,118,2428,2.3682,0.0162,1.1316,-7.286,0.0612,
VXX,28.95,W,VXX161202C00038500,,call,12/02/2016,12/01/2016,38.5,0.01,0,0.02,3,384,2.4658,0.0157,1.0594,-7.3958,0.0596,
VXX,28.95,W,VXX161202C00039000,,call,12/02/2016,12/01/2016,39,0.01,0,0.02,12,1024,2.5574,0.0152,0.989,-7.4263,0.0577,
VXX,28.95,W,VXX161202C00039500,,call,12/02/2016,12/01/2016,39.5,0.03,0,0.02,0,206,2.6489,0.0147,0.929,-7.4845,0.0562,
VXX,28.95,W,VXX161202C00040000,,call,12/02/2016,12/01/2016,40,0.02,0,0.02,9,3390,2.7405,0.0143,0.8777,-7.5681,0.0549,
VXX,28.95,W,VXX161202C00040500,,call,12/02/2016,12/01/2016,40.5,0.01,0,0.02,0,535,2.832,0.014,0.8335,-7.6751,0.0539,
VXX,28.95,W,VXX161202C00041000,,call,12/02/2016,12/01/2016,41,0.01,0.01,0.02,3,191,2.9175,0.0136,0.7883,-7.7032,0.0525,
VXX,28.95,W,VXX161202C00041500,,call,12/02/2016,12/01/2016,41.5,0.01,0,0.01,14,79,2.7588,0.0076,0.5007,-4.3751,0.0315,
VXX,28.95,W,VXX161202C00042000,,call,12/02/2016,12/01/2016,42,0.02,0,0.01,0,503,2.8442,0.0075,0.4817,-4.4744,0.0313,
VXX,28.95,W,VXX161202C00042500,,call,12/02/2016,12/01/2016,42.5,0.04,0,0.01,0,619,2.9175,0.0072,0.4551,-4.4477,0.0303,
VXX,28.95,W,VXX161202C00043000,,call,12/02/2016,12/01/2016,43,0.01,0,0.01,2,332,2.9907,0.007,0.4319,-4.4351,0.0295,
VXX,28.95,W,VXX161202C00043500,,call,12/02/2016,12/01/2016,43.5,0.04,0,0.01,0,463,3.0701,0.0069,0.416,-4.5018,0.0292,
VXX,28.95,W,VXX161202C00044000,,call,12/02/2016,12/01/2016,44,0.01,0,0.01,0,346,3.1494,0.0069,0.4021,-4.5792,0.0289,
VXX,28.95,W,VXX161202C00044500,,call,12/02/2016,12/01/2016,44.5,0.04,0,0.01,0,40,3.2227,0.0067,0.3859,-4.601,0.0284,
VXX,28.95,W,VXX161202C00045000,,call,12/02/2016,12/01/2016,45,0.01,0,0.01,10,1405,3.2959,0.0066,0.3715,-4.6334,0.028,
VXX,28.95,W,VXX161202C00045500,,call,12/02/2016,12/01/2016,45.5,0,0,0.01,0,0,3.3569,0.0063,0.3515,-4.5482,0.0269,
VXX,28.95,W,VXX161202C00046000,,call,12/02/2016,12/01/2016,46,0.01,0,0.01,0,1433,3.4302,0.0063,0.3406,-4.6008,0.0267,
VXX,28.95,W,VXX161202C00046500,,call,12/02/2016,12/01/2016,46.5,0,0,0.01,0,0,3.5034,0.0062,0.3309,-4.6624,0.0265,
VXX,28.95,W,VXX161202C00047000,,call,12/02/2016,12/01/2016,47,0.02,0,0.01,0,26148,3.5645,0.006,0.3159,-4.6086,0.0257,
VXX,28.95,W,VXX161202C00047500,,call,12/02/2016,12/01/2016,47.5,0,0,0.01,0,0,3.6377,0.006,0.3085,-4.687,0.0256,
VXX,28.95,W,VXX161202C00048000,,call,12/02/2016,12/01/2016,48,0.02,0,0.01,0,1344,3.6987,0.0058,0.2962,-4.6516,0.025,
VXX,28.95,W,VXX161202C00048500,,call,12/02/2016,12/01/2016,48.5,0.02,0,0.01,0,2,3.772,0.0058,0.2905,-4.7453,0.025,
VXX,28.95,W,VXX161202C00049000,,call,12/02/2016,12/01/2016,49,0.01,0,0.01,0,200,3.833,0.0057,0.2802,-4.7263,0.0245,
VXX,28.95,W,VXX161202C00049500,,call,12/02/2016,12/01/2016,49.5,0,0,0.01,0,0,3.894,0.0056,0.2709,-4.7155,0.0241,
VXX,28.95,W,VXX161202C00050000,,call,12/02/2016,12/01/2016,50,0.01,0,0.01,0,374,3.9673,0.0056,0.2673,-4.8299,0.0242,
VXX,28.95,W,VXX161202C00050500,,call,12/02/2016,12/01/2016,50.5,0,0,0.01,0,0,4.0283,0.0055,0.2594,-4.8331,0.0239,
VXX,28.95,W,VXX161202C00051000,,call,12/02/2016,12/01/2016,51,0.01,0,0.01,0,157,4.0894,0.0054,0.2523,-4.8435,0.0235,
VXX,28.95,W,VXX161202C00051500,,call,12/02/2016,12/01/2016,51.5,0,0,0.01,0,0,4.1504,0.0054,0.2458,-4.8605,0.0233,
VXX,28.95,W,VXX161202C00052000,,call,12/02/2016,12/01/2016,52,0.02,0,0.01,0,171,4.2114,0.0053,0.2399,-4.8841,0.0231,
VXX,28.95,W,VXX161202C00052500,,call,12/02/2016,12/01/2016,52.5,0,0,0.01,0,0,4.2725,0.0053,0.2345,-4.9138,0.0229,
VXX,28.95,W,VXX161202C00053000,,call,12/02/2016,12/01/2016,53,0.07,0,0.01,0,79,4.3213,0.0051,0.2256,-4.8368,0.0223,
VXX,28.95,W,VXX161202C00053500,,call,12/02/2016,12/01/2016,53.5,0,0,0.01,0,0,4.3823,0.0051,0.2213,-4.8785,0.0221,
VXX,28.95,W,VXX161202C00054000,,call,12/02/2016,12/01/2016,54,0.03,0,0.01,0,165,4.4434,0.005,0.2173,-4.9256,0.022,
VXX,28.95,W,VXX161202C00054500,,call,12/02/2016,12/01/2016,54.5,0,0,0.01,0,0,4.4922,0.0049,0.2101,-4.8679,0.0215,
VXX,28.95,W,VXX161202C00055000,,call,12/02/2016,12/01/2016,55,0.01,0,0.01,0,509,4.5532,0.0049,0.2069,-4.9255,0.0215,
VXX,28.95,W,VXX161202C00055500,,call,12/02/2016,12/01/2016,55.5,0,0,0.01,0,0,4.6143,0.0049,0.2041,-4.9881,0.0215,
VXX,28.95,W,VXX161202C00056000,,call,12/02/2016,12/01/2016,56,0,0,0.01,0,0,4.6631,0.0048,0.1982,-4.9469,0.0211,
VXX,28.95,W,VXX161202C00056500,,call,12/02/2016,12/01/2016,56.5,0,0,0.01,0,0,4.7241,0.0048,0.1959,-5.019,0.0211,
VXX,28.95,W,VXX161202C00057000,,call,12/02/2016,12/01/2016,57,0.01,0,0.01,0,1,4.773,0.0047,0.1907,-4.9881,0.0208,
VXX,28.95,W,VXX161202C00057500,,call,12/02/2016,12/01/2016,57.5,0,0,0.01,0,0,4.834,0.0047,0.1889,-5.0691,0.0208,
VXX,28.95,W,VXX161202C00058000,,call,12/02/2016,12/01/2016,58,0,0,0.01,0,0,4.8828,0.0047,0.1844,-5.0477,0.0206,
VXX,28.95,W,VXX161202C00060000,,call,12/02/2016,12/01/2016,60,0.01,0,0.01,0,173,5.0781,0.0044,0.1692,-5.0095,0.0196,
VXX,28.95,W,VXX161202C00065000,,call,12/02/2016,12/01/2016,65,0.02,0,0.01,0,121,5.5664,0.0042,0.1459,-5.1885,0.0185,
VXX,28.95,W,VXX161202C00070000,,call,12/02/2016,12/01/2016,70,0.03,0,0.01,0,383,6.0059,0.0039,0.1278,-5.2916,0.0175,
VXX,28.95,W,VXX161202P00020000,,put,12/02/2016,12/01/2016,20,0,0,0.01,0,0,2.9541,-0.0066,0.4169,-4.1765,0.0281,
VXX,28.95,W,VXX161202P00020500,,put,12/02/2016,12/01/2016,20.5,0,0,0.01,0,0,2.771,-0.007,0.4635,-4.0855,0.0293,
VXX,28.95,W,VXX161202P00021000,,put,12/02/2016,12/01/2016,21,0,0,0.01,0,0,2.6001,-0.0075,0.5253,-4.077,0.0312,
VXX,28.95,W,VXX161202P00021500,,put,12/02/2016,12/01/2016,21.5,0,0,0.01,0,0,2.4292,-0.008,0.5953,-4.0332,0.033,
VXX,28.95,W,VXX161202P00022000,,put,12/02/2016,12/01/2016,22,0,0,0.01,0,0,2.2583,-0.0085,0.675,-3.9519,0.0348,
VXX,28.95,W,VXX161202P00022500,,put,12/02/2016,12/01/2016,22.5,0,0,0.01,0,0,2.0935,-0.0091,0.7756,-3.9027,0.0371,
VXX,28.95,W,VXX161202P00023000,,put,12/02/2016,12/01/2016,23,0.01,0,0.01,0,4,1.9287,-0.0097,0.894,-3.8177,0.0394,
VXX,28.95,W,VXX161202P00023500,,put,12/02/2016,12/01/2016,23.5,0.02,0,0.01,0,4,1.77,-0.0106,1.0492,-3.7738,0.0424,
VXX,28.95,W,VXX161202P00024000,,put,12/02/2016,12/01/2016,24,0.01,0,0.01,0,171,1.6113,-0.0115,1.2405,-3.6975,0.0456,
VXX,28.95,W,VXX161202P00024500,,put,12/02/2016,12/01/2016,24.5,0.01,0,0.01,0,11,1.4587,-0.0129,1.5047,-3.6757,0.0501,
VXX,28.95,W,VXX161202P00025000,,put,12/02/2016,12/01/2016,25,0.02,0,0.01,0,1003,1.3,-0.014,1.8215,-3.5341,0.0541,
VXX,28.95,W,VXX161202P00025500,,put,12/02/2016,12/01/2016,25.5,0.01,0,0.01,2,3495,1.1475,-0.0158,2.2862,-3.4556,0.0599,
VXX,28.95,W,VXX161202P00026000,,put,12/02/2016,12/01/2016,26,0.01,0,0.01,10,4766,0.9949,-0.018,2.9506,-3.3525,0.067,
VXX,28.95,W,VXX161202P00026500,,put,12/02/2016,12/01/2016,26.5,0.01,0,0.01,140,4977,0.8423,-0.021,3.9635,-3.2279,0.0762,
VXX,28.95,W,VXX161202P00027000,,put,12/02/2016,12/01/2016,27,0.01,0,0.01,2150,6520,0.6897,-0.0253,5.6576,-3.0893,0.0891,
VXX,28.95,W,VXX161202P00027500,,put,12/02/2016,12/01/2016,27.5,0.02,0.01,0.02,4709,8500,0.6088,-0.0512,11.4267,-4.8617,0.1588,
VXX,28.95,W,VXX161202P00028000,,put,12/02/2016,12/01/2016,28,0.06,0.08,0.09,8136,6555,0.6691,-0.1652,24.5781,-12.6295,0.3754,
VXX,28.95,W,VXX161202P00028500,,put,12/02/2016,12/01/2016,28.5,0.25,0.25,0.26,4898,1630,0.7523,-0.3377,32.1533,-20.8829,0.5521,
VXX,28.95,W,VXX161202P00029000,,put,12/02/2016,12/01/2016,29,0.53,0.53,0.54,3559,4368,0.8533,-0.5065,30.9387,-25.8556,0.6027,
VXX,28.95,W,VXX161202P00029500,,put,12/02/2016,12/01/2016,29.5,0.86,0.89,0.92,2181,1592,0.9956,-0.6316,25.0645,-28.5124,0.5696,
VXX,28.95,W,VXX161202P00030000,,put,12/02/2016,12/01/2016,30,1.1,1.31,1.34,539,2005,1.1284,-0.7175,19.8302,-28.9729,0.5108,
VXX,28.95,W,VXX161202P00030500,,put,12/02/2016,12/01/2016,30.5,1.71,1.76,1.79,357,1047,1.2657,-0.7753,15.6709,-28.8066,0.4528,
VXX,28.95,W,VXX161202P00031000,,put,12/02/2016,12/01/2016,31,2.2,2.14,2.3,258,972,1.5076,-0.7968,12.4096,-32.3635,0.4271,
VXX,28.95,W,VXX161202P00031500,,put,12/02/2016,12/01/2016,31.5,2.65,2.62,2.76,218,488,1.6121,-0.8318,10.3195,-30.7718,0.3797,
VXX,28.95,W,VXX161202P00032000,,put,12/02/2016,12/01/2016,32,2.9,3.1,3.25,194,2308,1.7738,-0.8498,8.707,-31.4344,0.3526,
VXX,28.95,W,VXX161202P00032500,,put,12/02/2016,12/01/2016,32.5,3.4,3.6,3.75,8,1161,1.9535,-0.8607,7.5151,-32.9064,0.3351,
VXX,28.95,W,VXX161202P00033000,,put,12/02/2016,12/01/2016,33,4.07,4.1,4.25,10,387,2.1263,-0.8696,6.5997,-34.2373,0.3203,
VXX,28.95,W,VXX161202P00033500,,put,12/02/2016,12/01/2016,33.5,4.5,4.55,4.75,290,371,2.2919,-0.8771,5.8751,-35.4092,0.3074,
VXX,28.95,W,VXX161202P00034000,,put,12/02/2016,12/01/2016,34,4.8,5.05,5.25,46,427,2.4521,-0.8835,5.2893,-36.4914,0.2961,
VXX,28.95,W,VXX161202P00034500,,put,12/02/2016,12/01/2016,34.5,6.9,5.55,5.8,0,58,2.774,-0.8727,4.9756,-43.9375,0.3151,
VXX,28.95,W,VXX161202P00035000,,put,12/02/2016,12/01/2016,35,6.07,6.05,6.25,108,868,2.758,-0.8937,4.4027,-38.4271,0.2772,
VXX,28.95,W,VXX161202P00035500,,put,12/02/2016,12/01/2016,35.5,7.63,6.55,6.75,0,119,2.9045,-0.8979,4.06,-39.3009,0.2692,
VXX,28.95,W,VXX161202P00036000,,put,12/02/2016,12/01/2016,36,8.06,7.05,7.25,0,623,3.0472,-0.9016,3.7662,-40.1259,0.262,
VXX,28.95,W,VXX161202P00036500,,put,12/02/2016,12/01/2016,36.5,8.1,7.55,7.8,4,32,3.3707,-0.8905,3.6794,-47.9699,0.2831,
VXX,28.95,W,VXX161202P00037000,,put,12/02/2016,12/01/2016,37,9.2,8.05,8.25,0,451,3.3203,-0.9081,3.2874,-41.5853,0.2492,
VXX,28.95,W,VXX161202P00037500,,put,12/02/2016,12/01/2016,37.5,9.8,8.55,8.8,0,25,3.6469,-0.897,3.2553,-49.6816,0.271,
VXX,28.95,W,VXX161202P00038000,,put,12/02/2016,12/01/2016,38,9.68,9.05,9.3,3,96,3.7796,-0.8998,3.0779,-50.4568,0.2656,
VXX,28.95,W,VXX161202P00038500,,put,12/02/2016,12/01/2016,38.5,10.17,9.55,9.8,0,15,3.9093,-0.9024,2.9191,-51.1939,0.2605,
VXX,28.95,W,VXX161202P00039000,,put,12/02/2016,12/01/2016,39,11.5,10.05,10.3,0,79,4.036,-0.9048,2.7761,-51.8901,0.2558,
VXX,28.95,W,VXX161202P00039500,,put,12/02/2016,12/01/2016,39.5,8.54,10.55,10.8,0,10,4.1603,-0.907,2.6469,-52.572,0.2514,
VXX,28.95,W,VXX161202P00040000,,put,12/02/2016,12/01/2016,40,10.75,11.05,11.25,14,705,4.068,-0.9217,2.3795,-45.1831,0.221,
VXX,28.95,W,VXX161202P00040500,,put,12/02/2016,12/01/2016,40.5,5.9,11.55,11.75,0,578,4.184,-0.9234,2.2755,-45.7068,0.2173,
VXX,28.95,W,VXX161202P00041000,,put,12/02/2016,12/01/2016,41,12.73,12.05,12.3,0,11,4.5181,-0.9128,2.3244,-54.4484,0.2397,
VXX,28.95,W,VXX161202P00041500,,put,12/02/2016,12/01/2016,41.5,13.76,12.55,12.8,0,4,4.6333,-0.9144,2.2346,-55.0487,0.2363,
VXX,28.95,W,VXX161202P00042000,,put,12/02/2016,12/01/2016,42,9.5,13.05,13.3,0,11,4.7455,-0.916,2.1513,-55.5941,0.233,
VXX,28.95,W,VXX161202P00042500,,put,12/02/2016,12/01/2016,42.5,15,13.55,13.8,0,15,4.8561,-0.9175,2.0746,-56.1407,0.23,
VXX,28.95,W,VXX161202P00043000,,put,12/02/2016,12/01/2016,43,7.51,14.05,14.3,0,1,4.9644,-0.9189,2.0034,-56.6578,0.227,
VXX,28.95,W,VXX161202P00043500,,put,12/02/2016,12/01/2016,43.5,0,14.55,14.75,0,0,4.8355,-0.9315,1.8067,-48.4707,0.1994,
VXX,28.95,W,VXX161202P00044000,,put,12/02/2016,12/01/2016,44,12.81,15.05,15.25,0,16,4.9362,-0.9327,1.7467,-48.8335,0.1968,
VXX,28.95,W,VXX161202P00044500,,put,12/02/2016,12/01/2016,44.5,0,15.55,15.8,0,0,5.2788,-0.9226,1.8179,-58.1304,0.2191,
VXX,28.95,W,VXX161202P00045000,,put,12/02/2016,12/01/2016,45,16.83,16.05,16.25,0,9,5.1361,-0.9347,1.6403,-49.6489,0.1923,
VXX,28.95,W,VXX161202P00045500,,put,12/02/2016,12/01/2016,45.5,0,16.55,16.8,0,0,5.4794,-0.9248,1.7134,-59.0308,0.2143,
VXX,28.95,W,VXX161202P00046000,,put,12/02/2016,12/01/2016,46,11.45,17.05,17.25,0,2,5.3284,-0.9365,1.5463,-50.374,0.1881,
VXX,28.95,W,VXX161202P00046500,,put,12/02/2016,12/01/2016,46.5,0,17.55,17.8,0,0,5.6747,-0.9268,1.6215,-59.9196,0.21,
VXX,28.95,W,VXX161202P00047000,,put,12/02/2016,12/01/2016,47,12.8,18.05,18.25,0,3,5.5145,-0.9382,1.4632,-51.0535,0.1842,
VXX,28.95,W,VXX161202P00047500,,put,12/02/2016,12/01/2016,47.5,0,18.55,18.75,0,0,5.6046,-0.939,1.4247,-51.3465,0.1823,
VXX,28.95,W,VXX161202P00048000,,put,12/02/2016,12/01/2016,48,15.1,19.05,19.25,0,0,5.6946,-0.9398,1.3889,-51.6785,0.1805,
VXX,28.95,W,VXX161202P00048500,,put,12/02/2016,12/01/2016,48.5,0,19.55,19.75,0,0,5.7831,-0.9405,1.355,-51.9947,0.1789,
VXX,28.95,W,VXX161202P00049000,,put,12/02/2016,12/01/2016,49,12.55,20.05,20.25,0,13,5.8701,-0.9412,1.3227,-52.2942,0.1772,
VXX,28.95,W,VXX161202P00049500,,put,12/02/2016,12/01/2016,49.5,0,20.55,20.75,0,0,5.957,-0.9418,1.2926,-52.6294,0.1758,
VXX,28.95,W,VXX161202P00050000,,put,12/02/2016,12/01/2016,50,0,21.05,21.25,0,0,6.041,-0.9424,1.2632,-52.8927,0.1742,
VXX,28.95,W,VXX161202P00050500,,put,12/02/2016,12/01/2016,50.5,0,21.55,21.75,0,0,6.1249,-0.943,1.2358,-53.1899,0.1728,
VXX,28.95,W,VXX161202P00051000,,put,12/02/2016,12/01/2016,51,0,22.05,22.25,0,0,6.2073,-0.9436,1.2094,-53.4669,0.1714,
VXX,28.95,W,VXX161202P00051500,,put,12/02/2016,12/01/2016,51.5,0,22.55,22.8,0,0,6.5643,-0.9345,1.2863,-63.5997,0.1927,
VXX,28.95,W,VXX161202P00052000,,put,12/02/2016,12/01/2016,52,0,23.05,23.25,0,0,6.369,-0.9447,1.1605,-54.0102,0.1687,
VXX,28.95,W,VXX161202P00052500,,put,12/02/2016,12/01/2016,52.5,0,23.55,23.8,0,0,6.7276,-0.9357,1.2367,-64.2295,0.1899,
VXX,28.95,W,VXX161202P00053000,,put,12/02/2016,12/01/2016,53,16.2,24.05,24.25,0,32,6.5262,-0.9458,1.1156,-54.5169,0.1662,
VXX,28.95,W,VXX161202P00053500,,put,12/02/2016,12/01/2016,53.5,0,24.55,24.75,0,0,6.604,-0.9462,1.0949,-54.7875,0.1651,
VXX,28.95,W,VXX161202P00054000,,put,12/02/2016,12/01/2016,54,0,25.05,25.25,0,0,6.6803,-0.9467,1.0749,-55.0338,0.1639,
VXX,28.95,W,VXX161202P00054500,,put,12/02/2016,12/01/2016,54.5,0,25.55,25.75,0,0,6.7551,-0.9472,1.0554,-55.2552,0.1627,
VXX,28.95,W,VXX161202P00055000,,put,12/02/2016,12/01/2016,55,0,26.05,26.25,0,0,6.8298,-0.9476,1.0371,-55.5034,0.1617,
VXX,28.95,W,VXX161202P00055500,,put,12/02/2016,12/01/2016,55.5,0,26.55,26.8,0,0,7.1945,-0.9389,1.1116,-66.0239,0.1826,
VXX,28.95,W,VXX161202P00056000,,put,12/02/2016,12/01/2016,56,0,27.05,27.3,0,0,7.2693,-0.9394,1.0937,-66.3124,0.1815,
VXX,28.95,W,VXX161202P00056500,,put,12/02/2016,12/01/2016,56.5,0,27.55,27.8,0,0,7.3425,-0.9398,1.0762,-66.5723,0.1804,
VXX,28.95,W,VXX161202P00057000,,put,12/02/2016,12/01/2016,57,0,28.05,28.3,0,0,7.4158,-0.9403,1.0595,-66.8587,0.1794,
VXX,28.95,W,VXX161202P00057500,,put,12/02/2016,12/01/2016,57.5,0,28.55,28.8,0,0,7.4875,-0.9407,1.0433,-67.1156,0.1783,
VXX,28.95,W,VXX161202P00058000,,put,12/02/2016,12/01/2016,58,0,29.05,29.3,0,0,7.5592,-0.9411,1.0279,-67.3977,0.1774,
VXX,28.95,W,VXX161202P00060000,,put,12/02/2016,12/01/2016,60,28.3,31.05,31.25,0,5,7.5287,-0.9514,0.8867,-57.664,0.1524,
VXX,28.95,W,VXX161202P00065000,,put,12/02/2016,12/01/2016,65,0,36.05,36.25,0,0,8.1558,-0.9542,0.7797,-59.5005,0.1452,
VXX,28.95,W,VXX161202P00070000,,put,12/02/2016,12/01/2016,70,37.2,41.05,41.25,0,17,8.7242,-0.9565,0.6996,-61.0873,0.1393,
VXX,28.95,W,VXX161209C00021000,,call,12/09/2016,12/01/2016,21,6.66,7.7,7.95,0,5,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00021500,,call,12/09/2016,12/01/2016,21.5,0,7.2,7.45,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00022000,,call,12/09/2016,12/01/2016,22,5.83,6.7,6.95,0,5,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00022500,,call,12/09/2016,12/01/2016,22.5,5.05,6.2,6.45,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00023500,,call,12/09/2016,12/01/2016,23.5,0,5.25,5.45,0,0,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00024000,,call,12/09/2016,12/01/2016,24,3.75,4.75,4.95,0,64,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00024500,,call,12/09/2016,12/01/2016,24.5,3.5,4.25,4.45,0,8,0.01,0,0,0,0,
VXX,28.95,W,VXX161209C00025000,,call,12/09/2016,12/01/2016,25,3.87,3.75,4,10,55,0.5993,0.9553,3.6694,-1.5292,0.4036,
VXX,28.95,W,VXX161209C00025500,,call,12/09/2016,12/01/2016,25.5,3.75,3.3,3.5,10,44,0.5327,0.9505,4.4834,-1.4772,0.4384,
VXX,28.95,W,VXX161209C00026000,,call,12/09/2016,12/01/2016,26,3.3,2.9,2.98,34,204,0.4189,0.9613,4.6771,-0.9591,0.3596,
VXX,28.95,W,VXX161209C00026500,,call,12/09/2016,12/01/2016,26.5,2.58,2.51,2.59,105,202,0.5272,0.8796,8.8764,-2.848,0.859,
VXX,28.95,W,VXX161209C00027000,,call,12/09/2016,12/01/2016,27,2.42,2.15,2.22,239,743,0.5688,0.8082,11.2016,-4.1749,1.1695,
VXX,28.95,W,VXX161209C00027500,,call,12/09/2016,12/01/2016,27.5,2.13,1.83,1.89,282,322,0.6012,0.7332,12.7592,-5.3078,1.408,
