underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
VXX,25.9503,*,VXX190118P00035000,,put,01/19/2019,12/15/2016,35,17.4,17.2,17.65,4,24,0.7689,-0.3852,1.3244,-0.7033,14.3531,
VXX,25.9503,*,VXX190118P00036000,,put,01/19/2019,12/15/2016,36,17.2,17.8,19,0,1,0.8076,-0.3789,1.2546,-0.7351,14.2819,
VXX,25.9503,*,VXX190118P00037000,,put,01/19/2019,12/15/2016,37,0,18.55,19.85,0,0,0.8108,-0.3865,1.2572,-0.7419,14.3672,
VXX,25.9503,*,VXX190118P00038000,,put,01/19/2019,12/15/2016,38,0,19.4,20.6,0,0,0.8066,-0.397,1.2733,-0.743,14.4759,
VXX,25.9503,*,VXX190118P00039000,,put,01/19/2019,12/15/2016,39,0,20.25,21.4,0,0,0.8055,-0.4061,1.2825,-0.7457,14.5611,
VXX,25.9503,*,VXX190118P00040000,,put,01/19/2019,12/15/2016,40,20.55,21.05,22.45,0,3,0.8211,-0.4074,1.2591,-0.7605,14.5729,
VXX,25.9503,*,VXX190118P00041000,,put,01/19/2019,12/15/2016,41,0,21.95,23.2,0,0,0.8158,-0.418,1.275,-0.7594,14.6604,
VXX,25.9503,*,VXX190118P00042000,,put,01/19/2019,12/15/2016,42,0,22.75,24.05,0,0,0.8169,-0.4254,1.2779,-0.7627,14.7155,
VXX,25.9503,*,VXX190118P00043000,,put,01/19/2019,12/15/2016,43,0,23.55,24.95,0,0,0.8211,-0.4312,1.2748,-0.7682,14.7547,
VXX,25.9503,*,VXX190118P00044000,,put,01/19/2019,12/15/2016,44,0,24.35,25.8,0,0,0.8216,-0.4386,1.2779,-0.7704,14.8001,
VXX,25.9503,*,VXX190118P00045000,,put,01/19/2019,12/15/2016,45,0,25.25,26.6,0,0,0.8184,-0.4477,1.2871,-0.7692,14.8488,
VXX,25.9503,*,VXX190118P00046000,,put,01/19/2019,12/15/2016,46,25.7,26.1,27.4,0,60,0.815,-0.4568,1.2962,-0.7673,14.89,
VXX,25.9503,*,VXX190118P00050000,,put,01/19/2019,12/15/2016,50,0,29.6,30.85,0,0,0.8153,-0.4847,1.3023,-0.7689,14.9669,
VXX,25.9503,*,VXX190118P00055000,,put,01/19/2019,12/15/2016,55,32.85,33.95,35.25,0,16,0.8164,-0.5163,1.3004,-0.7663,14.9654,
VXX,25.9503,*,VXX190118P00060000,,put,01/19/2019,12/15/2016,60,38.5,38.4,39.6,0,102,0.8092,-0.5501,1.3027,-0.7501,14.8594,
VXX,25.61,*,VXX161216C00018000,,call,12/17/2016,12/16/2016,18,14.45,7.35,7.75,0,2,58.2764,0,0,0,0,
VXX,25.61,*,VXX161216C00019000,,call,12/17/2016,12/16/2016,19,0,6.4,6.65,0,0,39.6973,0,0,0,0,
VXX,25.61,*,VXX161216C00020000,,call,12/17/2016,12/16/2016,20,5.83,5.4,5.65,1,5,33.8135,0,0,0,0,
VXX,25.61,*,VXX161216C00021000,,call,12/17/2016,12/16/2016,21,8.2,4.35,4.75,0,1,36.9141,0,0,0,0,
VXX,25.61,*,VXX161216C00022000,,call,12/17/2016,12/16/2016,22,5.55,3.35,3.75,0,1,30.1392,0,0,0,0,
VXX,25.61,*,VXX161216C00023000,,call,12/17/2016,12/16/2016,23,2.63,2.44,2.63,66,204,14.8682,0,0,0,0,
VXX,25.61,*,VXX161216C00024000,,call,12/17/2016,12/16/2016,24,1.5,1.49,1.57,348,2547,0.01,0,0,0,0,
VXX,25.61,*,VXX161216C00025000,,call,12/17/2016,12/16/2016,25,0.5,0.48,0.57,1466,2730,0.01,0,0,0,0,
VXX,25.61,*,VXX161216C00026000,,call,12/17/2016,12/16/2016,26,0.01,0,0.01,18974,13618,2.6855,0,0,0,0,
VXX,25.61,*,VXX161216C00027000,,call,12/17/2016,12/16/2016,27,0.01,0,0.01,2302,17788,7.2266,0,0,0,0,
VXX,25.61,*,VXX161216C00028000,,call,12/17/2016,12/16/2016,28,0.01,0,0.01,223,15460,11.1816,0,0,0,0,
VXX,25.61,*,VXX161216C00029000,,call,12/17/2016,12/16/2016,29,0.01,0,0.01,58,7411,14.7461,0,0,0,0,
VXX,25.61,*,VXX161216C00030000,,call,12/17/2016,12/16/2016,30,0.01,0,0.01,73,18638,18.0664,0,0,0,0,
VXX,25.61,*,VXX161216C00031000,,call,12/17/2016,12/16/2016,31,0.01,0,0.01,11,6565,21.2891,0,0,0,0,
VXX,25.61,*,VXX161216C00032000,,call,12/17/2016,12/16/2016,32,0.01,0,0.01,1,3266,24.2188,0,0,0,0,
VXX,25.61,*,VXX161216C00033000,,call,12/17/2016,12/16/2016,33,0.01,0,0.01,1,7311,27.0508,0,0,0,0,
VXX,25.61,*,VXX161216C00034000,,call,12/17/2016,12/16/2016,34,0.01,0,0.01,0,5190,29.7852,0,0,0,0,
VXX,25.61,*,VXX161216C00035000,,call,12/17/2016,12/16/2016,35,0.01,0,0.01,29,8558,32.4219,0,0,0,0,
VXX,25.61,*,VXX161216C00036000,,call,12/17/2016,12/16/2016,36,0.01,0,0.01,2,4562,34.9609,0,0,0,0,
VXX,25.61,*,VXX161216C00037000,,call,12/17/2016,12/16/2016,37,0.01,0,0.01,0,6374,37.3047,0,0,0,0,
VXX,25.61,*,VXX161216C00038000,,call,12/17/2016,12/16/2016,38,0.01,0,0.01,12,3172,39.6484,0,0,0,0,
VXX,25.61,*,VXX161216C00039000,,call,12/17/2016,12/16/2016,39,0.01,0,0.01,0,2015,41.8945,0,0,0,0,
VXX,25.61,*,VXX161216C00040000,,call,12/17/2016,12/16/2016,40,0.01,0,0.01,0,11550,44.043,0,0,0,0,
VXX,25.61,*,VXX161216C00041000,,call,12/17/2016,12/16/2016,41,0,0,0.01,0,2605,46.0938,0,0,0,0,
VXX,25.61,*,VXX161216C00042000,,call,12/17/2016,12/16/2016,42,0.01,0,0.01,0,1534,48.2422,0,0,0,0,
VXX,25.61,*,VXX161216C00043000,,call,12/17/2016,12/16/2016,43,0.01,0,0.01,0,3488,50.1953,0,0,0,0,
VXX,25.61,*,VXX161216C00044000,,call,12/17/2016,12/16/2016,44,0.01,0,0.01,23,1822,52.1484,0,0,0,0,
VXX,25.61,*,VXX161216C00045000,,call,12/17/2016,12/16/2016,45,0.02,0,0.01,1,3155,53.9063,0,0,0,0,
VXX,25.61,*,VXX161216C00046000,,call,12/17/2016,12/16/2016,46,0.01,0,0.01,0,1633,55.7617,0,0,0,0,
VXX,25.61,*,VXX161216C00047000,,call,12/17/2016,12/16/2016,47,0.01,0,0.01,1,37189,57.6172,0,0,0,0,
VXX,25.61,*,VXX161216C00048000,,call,12/17/2016,12/16/2016,48,0.01,0,0.01,0,5457,59.1797,0,0,0,0,
VXX,25.61,*,VXX161216C00049000,,call,12/17/2016,12/16/2016,49,0.08,0,0.01,0,2329,60.9375,0,0,0,0,
VXX,25.61,*,VXX161216C00050000,,call,12/17/2016,12/16/2016,50,0.01,0,0.03,0,10371,70.8008,0,0,0,0,
VXX,25.61,*,VXX161216C00051000,,call,12/17/2016,12/16/2016,51,0.01,0,0.01,0,0,64.0625,0,0,0,0,
VXX,25.61,*,VXX161216C00052000,,call,12/17/2016,12/16/2016,52,0.04,0,0.04,0,3579,77.0508,0,0,0,0,
VXX,25.61,*,VXX161216C00053000,,call,12/17/2016,12/16/2016,53,0.01,0,0.01,1,1079,67.1875,0,0,0,0,
VXX,25.61,*,VXX161216C00054000,,call,12/17/2016,12/16/2016,54,0.01,0,0.01,0,1288,68.75,0,0,0,0,
VXX,25.61,*,VXX161216C00055000,,call,12/17/2016,12/16/2016,55,0.01,0,0.01,0,1907,70.1172,0,0,0,0,
VXX,25.61,*,VXX161216C00056000,,call,12/17/2016,12/16/2016,56,0.01,0,0.02,0,1013,77.0508,0,0,0,0,
VXX,25.61,*,VXX161216C00057000,,call,12/17/2016,12/16/2016,57,0.01,0,0.02,0,4719,78.5156,0,0,0,0,
VXX,25.61,*,VXX161216C00058000,,call,12/17/2016,12/16/2016,58,0.01,0,0.01,0,0,74.4141,0,0,0,0,
VXX,25.61,*,VXX161216C00059000,,call,12/17/2016,12/16/2016,59,0.04,0,0.04,0,15762,88.2324,0,0,0,0,
VXX,25.61,*,VXX161216C00060000,,call,12/17/2016,12/16/2016,60,0.01,0,0.01,2,2695,76.9531,0,0,0,0,
VXX,25.61,*,VXX161216C00061000,,call,12/17/2016,12/16/2016,61,0.01,0,0.01,0,2475,78.3203,0,0,0,0,
VXX,25.61,*,VXX161216C00062000,,call,12/17/2016,12/16/2016,62,0.01,0,0.04,0,1024,92.5781,0,0,0,0,
VXX,25.61,*,VXX161216C00063000,,call,12/17/2016,12/16/2016,63,0,0,0.03,0,2668,90.8203,0,0,0,0,
VXX,25.61,*,VXX161216C00064000,,call,12/17/2016,12/16/2016,64,0,0,0.01,0,1071,82.0313,0,0,0,0,
VXX,25.61,*,VXX161216C00065000,,call,12/17/2016,12/16/2016,65,0.01,0,0.04,0,3184,96.6309,0,0,0,0,
VXX,25.61,*,VXX161216C00066000,,call,12/17/2016,12/16/2016,66,0.01,0,0.04,0,1209,97.9492,0,0,0,0,
VXX,25.61,*,VXX161216C00067000,,call,12/17/2016,12/16/2016,67,0.01,0,0.01,0,623,85.5469,0,0,0,0,
VXX,25.61,*,VXX161216C00068000,,call,12/17/2016,12/16/2016,68,0.02,0,0.04,0,830,100.4883,0,0,0,0,
VXX,25.61,*,VXX161216C00069000,,call,12/17/2016,12/16/2016,69,0.01,0,0.01,0,948,87.8906,0,0,0,0,
VXX,25.61,*,VXX161216C00070000,,call,12/17/2016,12/16/2016,70,0.01,0,0.01,0,1492,88.8672,0,0,0,0,
VXX,25.61,*,VXX161216C00071000,,call,12/17/2016,12/16/2016,71,0,0,0.01,0,786,90.0391,0,0,0,0,
VXX,25.61,*,VXX161216C00072000,,call,12/17/2016,12/16/2016,72,0,0,0.01,0,577,91.0156,0,0,0,0,
VXX,25.61,*,VXX161216C00075000,,call,12/17/2016,12/16/2016,75,0.01,0,0.01,0,1135,94.1406,0,0,0,0,
VXX,25.61,*,VXX161216P00018000,,put,12/17/2016,12/16/2016,18,0.01,0,0.01,0,15,37.5,0,0,0,0,
VXX,25.61,*,VXX161216P00019000,,put,12/17/2016,12/16/2016,19,0.01,0,0.01,0,25,32.3242,0,0,0,0,
VXX,25.61,*,VXX161216P00020000,,put,12/17/2016,12/16/2016,20,0.01,0,0.01,0,335,27.3438,0,0,0,0,
VXX,25.61,*,VXX161216P00021000,,put,12/17/2016,12/16/2016,21,0.01,0,0.01,0,6492,22.5586,0,0,0,0,
VXX,25.61,*,VXX161216P00022000,,put,12/17/2016,12/16/2016,22,0.02,0,0.01,0,2143,17.8711,0,0,0,0,
VXX,25.61,*,VXX161216P00023000,,put,12/17/2016,12/16/2016,23,0.01,0,0.01,65,3883,13.2813,0,0,0,0,
VXX,25.61,*,VXX161216P00024000,,put,12/17/2016,12/16/2016,24,0.01,0,0.01,36,16856,8.6426,0,0,0,0,
VXX,25.61,*,VXX161216P00025000,,put,12/17/2016,12/16/2016,25,0.01,0,0.01,5107,43236,3.8818,0,0,0,0,
VXX,25.61,*,VXX161216P00026000,,put,12/17/2016,12/16/2016,26,0.39,0.42,0.52,17938,37524,6.897,0,0,0,0,
VXX,25.61,*,VXX161216P00027000,,put,12/17/2016,12/16/2016,27,1.46,1.42,1.51,2077,39018,13.4155,0,0,0,0,
VXX,25.61,*,VXX161216P00028000,,put,12/17/2016,12/16/2016,28,2.44,2.44,2.56,1818,25332,21.2158,0,0,0,0,
VXX,25.61,*,VXX161216P00029000,,put,12/17/2016,12/16/2016,29,3.39,3.35,3.6,964,18046,28.2837,0,0,0,0,
VXX,25.61,*,VXX161216P00030000,,put,12/17/2016,12/16/2016,30,4.4,4.35,4.65,1739,24526,35.5103,0,0,0,0,
VXX,25.61,*,VXX161216P00031000,,put,12/17/2016,12/16/2016,31,5.37,5.35,5.6,634,7394,37.9395,0,0,0,0,
VXX,25.61,*,VXX161216P00032000,,put,12/17/2016,12/16/2016,32,6.4,6.35,6.6,572,4288,42.2974,0,0,0,0,
VXX,25.61,*,VXX161216P00033000,,put,12/17/2016,12/16/2016,33,7.47,7.35,7.65,152,12480,49.0356,0,0,0,0,
VXX,25.61,*,VXX161216P00034000,,put,12/17/2016,12/16/2016,34,8.38,8.35,8.55,194,1112,47.1802,0,0,0,0,
VXX,25.61,*,VXX161216P00035000,,put,12/17/2016,12/16/2016,35,9.35,9.35,9.55,261,810,50.7324,0,0,0,0,
VXX,25.61,*,VXX161216P00036000,,put,12/17/2016,12/16/2016,36,10.39,10.35,10.55,69,3314,54.126,0,0,0,0,
VXX,25.61,*,VXX161216P00037000,,put,12/17/2016,12/16/2016,37,11.32,11.35,11.55,16,2146,57.373,0,0,0,0,
VXX,25.61,*,VXX161216P00038000,,put,12/17/2016,12/16/2016,38,12.23,12.35,12.55,13,1221,60.498,0,0,0,0,
VXX,25.61,*,VXX161216P00039000,,put,12/17/2016,12/16/2016,39,13.52,13.35,13.55,1,331,63.501,0,0,0,0,
VXX,25.61,*,VXX161216P00040000,,put,12/17/2016,12/16/2016,40,14.26,14.35,14.55,51,1755,66.3818,0,0,0,0,
VXX,25.61,*,VXX161216P00041000,,put,12/17/2016,12/16/2016,41,15.53,15.35,15.55,1,166,69.165,0,0,0,0,
VXX,25.61,*,VXX161216P00042000,,put,12/17/2016,12/16/2016,42,16.1,16.35,16.55,10,413,71.8506,0,0,0,0,
VXX,25.61,*,VXX161216P00043000,,put,12/17/2016,12/16/2016,43,17.33,17.35,17.55,3,178,74.4629,0,0,0,0,
VXX,25.61,*,VXX161216P00044000,,put,12/17/2016,12/16/2016,44,18.05,18.35,18.55,0,248,76.9775,0,0,0,0,
VXX,25.61,*,VXX161216P00045000,,put,12/17/2016,12/16/2016,45,19.27,19.35,19.55,19,70,79.3945,0,0,0,0,
VXX,25.61,*,VXX161216P00046000,,put,12/17/2016,12/16/2016,46,19.8,20.35,20.55,0,964,81.7871,0,0,0,0,
VXX,25.61,*,VXX161216P00047000,,put,12/17/2016,12/16/2016,47,18.85,21.35,21.55,0,753,84.082,0,0,0,0,
VXX,25.61,*,VXX161216P00048000,,put,12/17/2016,12/16/2016,48,22.51,22.35,22.55,15,97,86.3037,0,0,0,0,
VXX,25.61,*,VXX161216P00049000,,put,12/17/2016,12/16/2016,49,22.52,23.35,23.65,0,62,96.8994,0,0,0,0,
VXX,25.61,*,VXX161216P00050000,,put,12/17/2016,12/16/2016,50,24.05,24.35,24.55,0,175,90.6006,0,0,0,0,
VXX,25.61,*,VXX161216P00051000,,put,12/17/2016,12/16/2016,51,24.95,25.35,25.65,0,80,101.3062,0,0,0,0,
VXX,25.61,*,VXX161216P00052000,,put,12/17/2016,12/16/2016,52,25.96,26.35,26.55,0,307,94.6777,0,0,0,0,
VXX,25.61,*,VXX161216P00053000,,put,12/17/2016,12/16/2016,53,17.95,27.3,27.65,0,13,105.4932,0,0,0,0,
VXX,25.61,*,VXX161216P00054000,,put,12/17/2016,12/16/2016,54,26.35,28.25,28.65,0,41,107.4951,0,0,0,0,
VXX,25.61,*,VXX161216P00055000,,put,12/17/2016,12/16/2016,55,29.05,29.35,29.65,0,40,109.4727,0,0,0,0,
VXX,25.61,*,VXX161216P00056000,,put,12/17/2016,12/16/2016,56,29.83,30.35,30.6,0,687,107.1289,0,0,0,0,
VXX,25.61,*,VXX161216P00057000,,put,12/17/2016,12/16/2016,57,20.5,31.3,31.65,0,74,113.2568,0,0,0,0,
VXX,25.61,*,VXX161216P00058000,,put,12/17/2016,12/16/2016,58,32.24,32.35,32.65,0,1,115.1001,0,0,0,0,
VXX,25.61,*,VXX161216P00059000,,put,12/17/2016,12/16/2016,59,22.25,33.35,33.65,0,75,116.8945,0,0,0,0,
VXX,25.61,*,VXX161216P00060000,,put,12/17/2016,12/16/2016,60,34.14,34.35,34.55,7,106,109.1309,0,0,0,0,
VXX,25.61,*,VXX161216P00061000,,put,12/17/2016,12/16/2016,61,24.95,35.35,35.65,0,67,120.3735,0,0,0,0,
VXX,25.61,*,VXX161216P00062000,,put,12/17/2016,12/16/2016,62,34.35,36.3,36.65,0,17,122.0459,0,0,0,0,
VXX,25.61,*,VXX161216P00063000,,put,12/17/2016,12/16/2016,63,27.6,37.3,37.65,0,20,123.7061,0,0,0,0,
VXX,25.61,*,VXX161216P00064000,,put,12/17/2016,12/16/2016,64,0,38.3,38.65,0,0,125.3174,0,0,0,0,
VXX,25.61,*,VXX161216P00065000,,put,12/17/2016,12/16/2016,65,28.9,39.3,39.65,0,10,126.9043,0,0,0,0,
VXX,25.61,*,VXX161216P00066000,,put,12/17/2016,12/16/2016,66,30.1,40.3,40.65,0,20,128.4668,0,0,0,0,
VXX,25.61,*,VXX161216P00067000,,put,12/17/2016,12/16/2016,67,0,41.25,41.65,0,0,129.9805,0,0,0,0,
VXX,25.61,*,VXX161216P00068000,,put,12/17/2016,12/16/2016,68,0,42.3,42.65,0,0,131.4941,0,0,0,0,
VXX,25.61,*,VXX161216P00069000,,put,12/17/2016,12/16/2016,69,0,43.3,43.65,0,0,132.959,0,0,0,0,
VXX,25.61,*,VXX161216P00070000,,put,12/17/2016,12/16/2016,70,34.18,44.3,44.65,0,1,134.3994,0,0,0,0,
VXX,25.61,*,VXX161216P00071000,,put,12/17/2016,12/16/2016,71,0,45.3,45.65,0,0,135.8154,0,0,0,0,
VXX,25.61,*,VXX161216P00072000,,put,12/17/2016,12/16/2016,72,46.2,46.3,46.65,0,0,137.2192,0,0,0,0,
VXX,25.61,*,VXX161216P00075000,,put,12/17/2016,12/16/2016,75,49.15,49.3,49.65,0,2,141.2598,0,0,0,0,
VXX,25.61,*,VXX161223C00013000,,call,12/23/2016,12/16/2016,13,0,12.4,12.65,0,0,2.3468,0.9878,0.3817,-1.8976,0.1126,
VXX,25.61,*,VXX161223C00013500,,call,12/23/2016,12/16/2016,13.5,0,11.9,12.15,0,0,2.2278,0.9871,0.4197,-1.8805,0.1175,
VXX,25.61,*,VXX161223C00014000,,call,12/23/2016,12/16/2016,14,0,11.4,11.65,0,0,2.1149,0.9864,0.4634,-1.8715,0.1232,
VXX,25.61,*,VXX161223C00014500,,call,12/23/2016,12/16/2016,14.5,0,10.9,11.15,0,0,2.005,0.9857,0.5119,-1.8585,0.129,
VXX,25.61,*,VXX161223C00015000,,call,12/23/2016,12/16/2016,15,0,10.4,10.65,0,0,1.8982,0.9849,0.5661,-1.8426,0.1351,
VXX,25.61,*,VXX161223C00015500,,call,12/23/2016,12/16/2016,15.5,0,9.9,10.15,0,0,1.7944,0.9841,0.6272,-1.8248,0.1414,
VXX,25.61,*,VXX161223C00016000,,call,12/23/2016,12/16/2016,16,0,9.4,9.65,0,0,1.6922,0.9832,0.6948,-1.7982,0.1478,
VXX,25.61,*,VXX161223C00016500,,call,12/23/2016,12/16/2016,16.5,0,8.9,9.15,0,0,1.5945,0.9822,0.7744,-1.7799,0.1552,
VXX,25.61,*,VXX161223C00017000,,call,12/23/2016,12/16/2016,17,0,8.4,8.65,0,0,1.4984,0.9812,0.8643,-1.7547,0.1628,
VXX,25.61,*,VXX161223C00017500,,call,12/23/2016,12/16/2016,17.5,0,7.9,8.15,0,0,1.4069,0.98,0.9725,-1.741,0.172,
VXX,25.61,*,VXX161223C00018000,,call,12/23/2016,12/16/2016,18,0,7.4,7.65,0,0,1.3153,0.9787,1.0945,-1.7132,0.1809,
VXX,25.61,*,VXX161223C00018500,,call,12/23/2016,12/16/2016,18.5,0,6.9,7.15,0,0,1.2268,0.9773,1.2409,-1.6903,0.1913,
VXX,25.61,*,VXX161223C00019000,,call,12/23/2016,12/16/2016,19,7.05,6.4,6.65,0,0,1.1398,0.9757,1.4145,-1.6637,0.2026,
VXX,25.61,*,VXX161223C00019500,,call,12/23/2016,12/16/2016,19.5,0,5.9,6.15,0,0,1.0544,0.9739,1.6232,-1.6342,0.2151,
VXX,25.61,*,VXX161223C00020000,,call,12/23/2016,12/16/2016,20,0,5.4,5.65,0,0,0.9705,0.9718,1.8783,-1.6025,0.2291,
VXX,25.61,*,VXX161223C00020500,,call,12/23/2016,12/16/2016,20.5,0,4.9,5.15,0,0,0.8881,0.9694,2.1961,-1.5696,0.2451,
VXX,25.61,*,VXX161223C00021000,,call,12/23/2016,12/16/2016,21,0,4.4,4.65,0,0,0.8064,0.9667,2.5958,-1.5305,0.2631,
VXX,25.61,*,VXX161223C00021500,,call,12/23/2016,12/16/2016,21.5,0,3.9,4.15,0,0,0.7263,0.9633,3.1183,-1.492,0.2846,
VXX,25.61,*,VXX161223C00022000,,call,12/23/2016,12/16/2016,22,3.6,3.4,3.65,6,0,0.6462,0.9594,3.8071,-1.4427,0.3092,
VXX,25.61,*,VXX161223C00022500,,call,12/23/2016,12/16/2016,22.5,3.2,2.93,3.15,8,11,0.5669,0.9545,4.762,-1.3894,0.3393,
VXX,25.61,*,VXX161223C00023000,,call,12/23/2016,12/16/2016,23,2.94,2.44,2.56,76,138,0.01,0,0,0,0,
VXX,25.61,*,VXX161223C00023500,,call,12/23/2016,12/16/2016,23.5,2.2,1.96,2.08,27,48,0.01,0,0,0,0,
VXX,25.61,*,VXX161223C00024000,,call,12/23/2016,12/16/2016,24,1.62,1.54,1.65,610,389,0.3288,0.9265,11.9567,-1.1767,0.4941,
VXX,25.61,*,VXX161223C00024500,,call,12/23/2016,12/16/2016,24.5,1.23,1.22,1.24,441,4264,0.3613,0.8191,20.5516,-2.4232,0.9331,
VXX,25.61,*,VXX161223C00025000,,call,12/23/2016,12/16/2016,25,0.9,0.91,0.92,5235,2885,0.4025,0.6778,25.1379,-3.6693,1.2715,
VXX,25.61,*,VXX161223C00025500,,call,12/23/2016,12/16/2016,25.5,0.66,0.67,0.68,3837,1141,0.4414,0.5405,25.3649,-4.4484,1.407,
VXX,25.61,*,VXX161223C00026000,,call,12/23/2016,12/16/2016,26,0.48,0.49,0.5,7021,10258,0.4749,0.4222,23.2424,-4.7173,1.3873,
VXX,25.61,*,VXX161223C00026500,,call,12/23/2016,12/16/2016,26.5,0.39,0.37,0.38,2386,2495,0.5154,0.3291,19.7989,-4.7302,1.2824,
VXX,25.61,*,VXX161223C00027000,,call,12/23/2016,12/16/2016,27,0.26,0.27,0.28,2418,7179,0.5421,0.2526,16.6282,-4.3941,1.1328,
VXX,25.61,*,VXX161223C00027500,,call,12/23/2016,12/16/2016,27.5,0.21,0.2,0.22,782,846,0.5806,0.199,13.5612,-4.1105,0.9895,
VXX,25.61,*,VXX161223C00028000,,call,12/23/2016,12/16/2016,28,0.15,0.15,0.17,1237,3599,0.6111,0.1558,11.0368,-3.7059,0.8477,
VXX,25.61,*,VXX161223C00028500,,call,12/23/2016,12/16/2016,28.5,0.12,0.12,0.13,2594,2870,0.6367,0.1213,8.9297,-3.2542,0.7145,
VXX,25.61,*,VXX161223C00029000,,call,12/23/2016,12/16/2016,29,0.1,0.09,0.1,1196,2321,0.6607,0.0946,7.1935,-2.8229,0.5973,
VXX,25.61,*,VXX161223C00029500,,call,12/23/2016,12/16/2016,29.5,0.08,0.07,0.08,657,2791,0.6891,0.0758,5.8392,-2.4927,0.5057,
VXX,25.61,*,VXX161223C00030000,,call,12/23/2016,12/16/2016,30,0.06,0.05,0.06,926,4676,0.7053,0.0581,4.6439,-2.0767,0.4117,
VXX,25.61,*,VXX161223C00030500,,call,12/23/2016,12/16/2016,30.5,0.05,0.04,0.05,610,789,0.7355,0.048,3.8259,-1.8602,0.3536,
VXX,25.61,*,VXX161223C00031000,,call,12/23/2016,12/16/2016,31,0.05,0.03,0.04,62,3479,0.7576,0.0385,3.11,-1.6044,0.2961,
VXX,25.61,*,VXX161223C00031500,,call,12/23/2016,12/16/2016,31.5,0.03,0.02,0.04,152,495,0.8087,0.0365,2.7901,-1.6401,0.2836,
VXX,25.61,*,VXX161223C00032000,,call,12/23/2016,12/16/2016,32,0.03,0.02,0.03,19,685,0.8179,0.028,2.2183,-1.3337,0.228,
VXX,25.61,*,VXX161223C00032500,,call,12/23/2016,12/16/2016,32.5,0.03,0.02,0.03,45,155,0.8644,0.0267,2.0181,-1.3552,0.2192,
VXX,25.61,*,VXX161223C00033000,,call,12/23/2016,12/16/2016,33,0.02,0.01,0.02,225,685,0.856,0.0188,1.5117,-0.9955,0.1626,
VXX,25.61,*,VXX161223C00033500,,call,12/23/2016,12/16/2016,33.5,0.02,0,0.02,239,460,0.8987,0.018,1.3918,-1.0104,0.1572,
VXX,25.61,*,VXX161223C00034000,,call,12/23/2016,12/16/2016,34,0.03,0,0.02,7,486,0.9399,0.0173,1.2857,-1.0208,0.1519,
VXX,25.61,*,VXX161223C00034500,,call,12/23/2016,12/16/2016,34.5,0.02,0.01,0.02,127,351,0.9811,0.0168,1.1977,-1.0362,0.1477,
VXX,25.61,*,VXX161223C00035000,,call,12/23/2016,12/16/2016,35,0.01,0.01,0.02,0,1457,1.0208,0.0162,1.1177,-1.0467,0.1434,
VXX,25.61,*,VXX161223C00035500,,call,12/23/2016,12/16/2016,35.5,0.03,0.01,0.02,0,424,1.059,0.0156,1.0444,-1.0525,0.139,
VXX,25.61,*,VXX161223C00036000,,call,12/23/2016,12/16/2016,36,0.01,0.01,0.02,102,1229,1.0986,0.0153,0.9878,-1.0714,0.1364,
VXX,25.61,*,VXX161223C00036500,,call,12/23/2016,12/16/2016,36.5,0.02,0.01,0.02,0,573,1.1353,0.0148,0.9293,-1.0763,0.1326,
VXX,25.61,*,VXX161223C00037000,,call,12/23/2016,12/16/2016,37,0.03,0,0.02,0,416,1.1719,0.0144,0.8791,-1.0849,0.1295,
VXX,25.61,*,VXX161223C00037500,,call,12/23/2016,12/16/2016,37.5,0.01,0,0.02,220,65,1.2085,0.0141,0.8359,-1.097,0.127,
VXX,25.61,*,VXX161223C00038000,,call,12/23/2016,12/16/2016,38,0.01,0.01,0.02,120,660,1.2421,0.0136,0.7901,-1.0954,0.1233,
VXX,25.61,*,VXX161223C00038500,,call,12/23/2016,12/16/2016,38.5,0.01,0,0.02,10,199,1.2787,0.0134,0.7581,-1.1138,0.1218,
VXX,25.61,*,VXX161223C00039000,,call,12/23/2016,12/16/2016,39,0.02,0,0.02,0,155,1.3123,0.0131,0.7228,-1.1185,0.1192,
VXX,25.61,*,VXX161223C00039500,,call,12/23/2016,12/16/2016,39.5,0.02,0,0.01,0,45,1.239,0.0073,0.4624,-0.6378,0.072,
VXX,25.61,*,VXX161223C00040000,,call,12/23/2016,12/16/2016,40,0.01,0,0.01,4,1569,1.2695,0.0072,0.4417,-0.6397,0.0705,
VXX,25.61,*,VXX161223C00040500,,call,12/23/2016,12/16/2016,40.5,0.02,0,0.01,0,392,1.3,0.007,0.4236,-0.6434,0.0692,
VXX,25.61,*,VXX161223C00041000,,call,12/23/2016,12/16/2016,41,0.02,0,0.01,0,66,1.3306,0.0069,0.4077,-0.6487,0.0682,
VXX,25.61,*,VXX161223C00041500,,call,12/23/2016,12/16/2016,41.5,0.02,0,0.01,0,500,1.3611,0.0068,0.3938,-0.6555,0.0674,
VXX,25.61,*,VXX161223C00042000,,call,12/23/2016,12/16/2016,42,0.01,0,0.01,0,324,1.3886,0.0066,0.3768,-0.6528,0.0658,
VXX,25.61,*,VXX161223C00042500,,call,12/23/2016,12/16/2016,42.5,0.02,0,0.01,0,41,1.416,0.0065,0.3617,-0.6518,0.0644,
VXX,25.61,*,VXX161223C00043000,,call,12/23/2016,12/16/2016,43,0.01,0,0.01,0,449,1.4465,0.0064,0.3525,-0.6628,0.0641,
